158647;0.1;0.3666666666666667
79992;0.0;0.0
119472;0.0;0.0
169154;0.0;0.0
9909;0.0;0.0
183060;0.0;0.0
1068;0.1;0.2
78227;0.25;0.5
69384;0.1;0.15000000000000002
18468;0.125;0.20512820512820512
30191;0.0;0.0
126954;0.0;0.0
95689;0.0;0.0
163955;0.0;0.0
131228;0.125;0.2833333333333333
46700;0.2;0.55
24613;0.0;0.1
66956;-0.2;0.5
99504;0.175;0.3666666666666667
94259;-0.2;0.675
97554;0.0;0.0
149133;0.0;0.0
147067;0.13636363636363635;0.45454545454545453
131217;0.0;0.0
62236;0.0;0.0
87970;0.0;0.0
103514;0.0;0.0
195332;0.0;0.0
16326;0.0;0.3
58836;0.0;0.0
125562;0.0;0.0
126317;0.0;0.0
89233;0.0;0.0
52082;0.16666666666666666;0.4666666666666666
95608;0.0;0.0
141590;0.0;0.125
85415;0.0;0.0
91193;0.45;0.75
61221;0.0;0.0
416;0.0;0.0
117681;0.0;0.0
105082;0.0;0.0
67187;0.0;0.0
191948;0.016666666666666666;0.3666666666666667
42287;0.0;0.0
145584;0.0;0.0
54803;0.0;0.5
187802;0.0;0.16666666666666666
203538;-0.1875;0.5
128479;0.03333333333333333;0.17500000000000002
36914;0.3;0.8
87452;0.0;0.0
115030;0.0;0.0
200251;0.0;0.0
70751;0.0;0.0
38310;0.0;0.0
53453;0.0;0.0
63358;-0.25;0.4
107723;0.4125;0.7166666666666667
122848;0.0;0.0
140538;0.5;0.5
176309;1.0;0.3
52632;-0.3;0.6
34721;0.0;0.0
153937;-0.2916666666666667;0.5416666666666666
22063;0.25;0.8500000000000001
28211;0.05000000000000002;0.5
16555;0.0;0.0
25599;0.0;0.0
164725;0.1875;0.375
26348;-0.008333333333333331;0.225
92647;0.21428571428571427;0.42857142857142855
57279;0.5;0.6416666666666666
140924;0.0;0.0
147927;-0.3;0.3
171569;0.25;0.5
173666;0.0;0.1
149171;0.0;0.0
136751;0.0;0.0
19755;0.0;0.0
52857;0.0;0.0
140092;0.10000000000000002;0.3833333333333333
89290;0.0;0.0
135743;0.4;0.2833333333333333
71067;0.0;0.0
142547;0.0;0.0
197000;0.0;0.0
9723;-0.7;0.8
203158;0.25;0.3333333333333333
35695;0.0;0.0
52742;0.06818181818181818;0.22727272727272727
203695;0.0;0.0
81396;0.0;0.0
162215;0.7;0.6000000000000001
13413;0.09999999999999999;0.10000000000000002
11360;0.0;0.0
57759;0.7;0.6000000000000001
52628;0.0;0.0625
55964;0.125;0.16666666666666666
138388;0.5;0.5
33097;0.0;0.0
22725;0.0;0.0
118155;0.6;1.0
65460;0.0;0.0
111464;-0.15555555555555559;0.2888888888888889
65720;-0.15555555555555559;0.2888888888888889
28097;-0.125;0.375
4125;0.0;0.5
48172;0.0;0.0
